order_id,customer_id,order_date,gross_revenue,cogs,is_size_exchange,order_channel_id
606,363,2024-12-10,59.15,28.07,0,1
607,363,2024-09-08,228.46,107.0,0,1
608,363,2024-12-10,213.04,103.52,0,1
609,364,2024-06-19,64.69,30.81,0,4
610,365,2023-04-13,143.47,61.5,0,5
611,366,2023-12-19,91.22,43.53,0,5
612,367,2023-06-26,151.51,58.57,0,2
613,368,2023-12-06,53.63,22.83,0,4
614,368,2024-08-01,108.41,56.73,0,1
615,368,2024-08-11,253.95,106.34,0,4
616,369,2023-11-04,122.54,52.18,0,5
617,370,2024-10-23,122.3,54.94,0,1
618,371,2024-06-12,188.68,76.8,0,5
619,372,2024-06-02,136.75,56.0,0,2
620,373,2023-07-25,88.66,47.53,0,4
621,374,2023-10-08,114.46,56.75,0,2
622,374,2024-04-07,79.07,41.75,0,4
623,374,2024-04-05,116.95,47.69,0,5
624,375,2023-09-22,165.55,73.79,0,4
625,375,2024-05-08,228.56,112.01,0,3
626,375,2024-04-12,99.2,44.6,0,3
627,375,2023-10-27,144.3,58.08,0,4
628,376,2023-06-27,46.48,24.02,0,3
629,376,2024-01-07,133.24,59.16,0,1
630,376,2023-10-24,95.44,43.84,0,4
631,376,2024-01-16,221.35,99.06,0,5
632,377,2023-04-15,219.9,114.94,0,1
633,378,2024-08-31,97.23,38.0,0,3
634,379,2024-10-17,159.82,78.43,0,2
635,380,2023-09-04,185.95,89.63,0,5
636,381,2023-05-24,159.7,67.73,0,4
637,382,2024-02-02,147.03,76.27,0,4
638,382,2024-04-28,180.43,83.16,0,5
639,382,2024-10-29,151.61,79.4,0,1
640,382,2024-10-04,79.85,31.67,0,5
641,383,2023-05-12,171.91,92.0,0,4
642,384,2023-12-10,83.89,44.31,0,3
643,384,2024-04-13,168.83,77.47,0,1
644,384,2024-02-08,51.81,25.28,0,4
645,385,2024-08-17,57.46,26.72,0,5
646,386,2024-01-26,117.29,47.58,0,3
647,387,2023-12-17,203.66,88.34,0,2
648,388,2023-03-24,75.94,28.92,0,2
649,388,2023-09-17,147.71,75.3,0,3
650,389,2023-04-01,120.9,54.76,0,1
651,389,2023-05-10,83.87,37.19,0,5
652,390,2023-01-15,177.45,67.97,0,5
653,390,2023-04-18,192.58,84.45,0,3
654,390,2023-03-19,124.38,59.71,0,5
655,390,2023-03-28,221.25,95.29,0,5
656,391,2023-10-25,136.72,67.92,0,2
657,391,2024-02-23,76.27,40.74,0,3
658,391,2024-06-18,44.21,18.49,0,4
659,392,2023-05-15,48.83,19.58,0,1
660,393,2023-02-08,179.97,86.56,0,2
661,393,2023-08-24,50.61,20.23,0,2
662,394,2024-03-30,128.02,63.78,0,2
663,395,2023-11-05,136.05,67.91,0,2
664,395,2024-04-13,65.9,26.32,0,5
665,396,2023-04-19,181.14,98.8,0,2
666,397,2024-02-24,131.86,71.02,0,2
667,397,2024-03-28,239.51,125.02,0,2
668,398,2024-05-20,60.76,30.56,0,1
669,398,2024-11-30,140.49,76.73,0,3
670,398,2024-08-25,51.02,26.44,0,4
671,399,2023-02-10,108.04,48.88,0,5
672,399,2023-03-14,185.94,76.05,0,3
673,400,2024-01-02,212.14,107.05,0,5
674,401,2023-12-17,115.14,49.07,0,1
675,401,2024-08-07,182.75,94.2,0,4
676,401,2024-02-13,193.16,75.33,0,3
677,402,2023-06-13,204.46,97.47,0,1
678,402,2023-10-18,174.5,91.9,0,1
679,402,2024-02-23,146.28,67.72,0,3
680,402,2024-02-25,136.95,53.52,0,4
681,403,2024-11-01,163.64,78.22,0,2
682,404,2023-12-13,165.44,75.04,0,3
683,405,2024-05-08,112.35,53.36,0,2
684,406,2023-02-25,208.51,95.87,0,1
685,406,2023-04-15,110.54,48.22,0,4
686,407,2023-10-12,83.97,37.67,0,1
687,407,2024-03-03,138.58,72.84,0,5
688,407,2024-03-04,66.12,30.72,0,1
689,408,2024-10-31,34.68,22.88,1,1
690,409,2024-09-10,156.57,74.46,0,5
691,410,2024-04-12,108.58,45.38,0,5
692,411,2024-07-27,149.99,66.26,0,4
693,412,2023-04-10,83.81,43.67,0,4
694,413,2023-10-26,110.43,58.8,0,3
695,414,2024-02-24,151.9,81.74,0,1
696,414,2024-10-22,197.69,78.74,0,3
697,414,2024-07-09,243.86,127.38,0,1
698,415,2024-08-25,201.06,96.55,0,1
699,416,2024-05-25,173.84,78.85,0,1
700,417,2024-06-04,204.28,83.66,0,4
701,418,2023-04-17,199.47,88.84,0,2
702,419,2023-09-12,214.84,86.51,0,2
703,420,2024-06-08,195.62,105.45,0,2
704,421,2023-07-25,170.02,91.23,0,1
705,421,2024-02-06,150.86,75.13,0,3
706,421,2023-11-14,207.37,98.62,0,1
707,421,2024-01-20,247.39,123.87,0,5
708,422,2024-06-30,186.45,71.65,0,2
709,422,2024-08-13,98.74,50.71,0,3
710,422,2024-10-11,72.21,28.2,0,1
711,423,2023-10-30,139.71,63.84,0,1
712,424,2024-07-29,174.92,73.53,0,5
713,425,2023-10-22,53.22,23.99,0,4
714,426,2023-11-17,54.42,22.56,0,5
715,427,2024-03-29,204.51,100.23,0,4
716,428,2024-07-13,79.38,32.78,0,4
717,429,2023-03-18,75.41,33.49,0,1
718,429,2023-06-23,75.4,39.5,0,3
719,429,2023-04-18,142.59,76.91,0,1
720,429,2023-04-27,244.3,117.62,0,3
721,430,2024-10-02,160.83,76.77,0,3
722,431,2023-11-22,212.47,109.14,0,3
723,431,2024-05-07,60.23,25.15,0,4
724,431,2024-02-14,112.83,48.51,0,1
725,431,2024-08-21,156.71,86.1,0,5
726,432,2024-10-26,162.06,86.5,0,1
727,433,2024-09-28,199.99,103.07,0,2
728,434,2023-10-17,135.45,63.31,0,1
729,434,2023-11-27,237.62,98.07,0,1
730,434,2024-03-26,248.61,101.55,0,1
731,435,2024-07-04,154.71,75.35,0,3
732,435,2024-11-19,85.23,44.4,0,3
733,436,2024-03-21,209.46,85.07,0,3
734,437,2023-12-06,57.82,24.45,0,1
735,437,2024-08-25,129.68,59.22,0,1
736,438,2024-02-19,162.83,79.63,0,2
737,439,2024-08-22,193.44,90.04,0,1
738,439,2024-12-07,59.03,30.11,0,5
739,440,2024-01-26,127.95,51.59,0,2
740,441,2024-07-12,97.16,52.87,0,2
741,442,2024-10-25,141.87,56.88,0,2
742,443,2024-07-04,59.9,30.31,0,3
743,444,2023-08-05,134.7,56.24,0,2
744,445,2023-07-18,162.42,63.22,0,1
745,446,2024-07-16,95.86,38.03,0,2
746,447,2024-05-13,107.5,45.14,0,5
747,448,2023-07-18,152.86,73.27,0,2
748,449,2024-01-09,212.77,92.18,0,4
749,450,2024-10-18,68.5,36.25,0,2
750,451,2024-01-03,130.22,63.77,0,4
751,451,2024-09-08,236.09,97.6,0,3
752,451,2024-08-07,200.03,106.35,0,4
753,452,2024-06-03,187.21,95.62,0,3
754,452,2024-11-21,159.56,87.72,0,1
755,453,2024-04-28,71.01,37.74,0,3
756,454,2023-10-25,132.7,58.63,0,1
757,454,2024-06-28,190.52,96.92,0,5
758,455,2023-05-24,211.02,114.9,0,2
759,456,2024-05-10,52.07,21.84,0,5
760,456,2024-06-19,153.93,79.2,0,3
761,457,2024-02-02,53.13,23.12,0,2
762,458,2024-06-17,92.86,44.42,0,3
763,459,2024-01-21,108.93,56.86,0,3
764,460,2024-01-21,84.01,43.6,0,5
765,460,2024-10-04,41.45,21.97,0,5
766,460,2024-06-11,90.6,42.35,0,3
767,461,2023-10-15,77.71,39.01,0,1
768,461,2024-02-28,198.46,91.66,0,1
769,462,2024-05-05,158.27,66.7,0,2
770,462,2024-07-15,178.5,69.02,0,3
771,462,2024-10-28,52.3,22.17,0,3
772,462,2024-07-20,250.81,120.86,0,5
773,463,2024-07-31,198.74,103.27,0,3
774,464,2023-08-10,196.78,102.55,0,2
775,465,2024-08-19,76.83,32.65,0,4
776,466,2023-12-17,149.39,66.37,0,5
777,466,2024-03-07,229.11,106.71,0,5
778,467,2024-03-05,150.96,80.5,0,4
779,468,2024-06-28,65.57,26.37,0,3
780,469,2023-01-02,180.6,84.66,0,5
781,470,2023-02-14,120.07,55.47,0,4
782,471,2023-12-25,174.74,87.1,0,3
783,471,2024-03-29,208.49,111.48,0,4
784,472,2023-03-27,116.51,58.32,0,2
785,473,2024-08-14,135.96,56.41,0,3
786,474,2024-02-23,159.03,83.55,0,2
787,474,2024-08-27,258.2,115.56,0,1
788,474,2024-05-15,161.46,76.66,0,4
789,475,2023-07-03,89.41,39.21,0,2
790,476,2023-05-22,160.37,73.12,0,5
791,477,2023-06-15,133.96,69.14,0,1
792,478,2023-02-23,64.14,36.45,1,1
793,478,2023-07-14,54.1,22.6,0,1
794,478,2023-04-14,48.31,21.51,0,5
795,478,2023-07-05,184.36,79.04,0,5
796,479,2024-09-03,180.38,83.7,0,1
797,480,2024-06-14,149.92,62.87,0,2
798,480,2024-10-14,184.1,100.49,0,3
799,481,2023-03-30,181.44,81.14,0,5
800,482,2024-06-14,168.13,79.6,0,1
801,483,2024-07-26,105.92,45.23,0,5
802,484,2023-07-19,45.81,21.35,0,2
803,485,2024-05-30,185.51,98.12,0,2
804,486,2024-08-11,110.99,46.77,0,2
805,487,2024-04-14,201.89,93.26,0,4
806,487,2024-10-23,188.92,79.17,0,3
807,487,2024-08-02,250.2,117.04,0,4
808,488,2023-01-10,91.09,40.79,0,4
809,489,2023-12-17,207.99,91.54,0,1
810,490,2023-10-03,175.58,72.4,0,1
811,491,2023-08-29,197.73,81.95,0,4
812,491,2023-12-28,211.37,84.63,0,3
813,491,2023-10-18,175.04,89.26,0,4
814,491,2024-02-13,226.56,100.39,0,4
815,492,2023-11-19,201.97,93.6,0,2
816,493,2024-06-07,145.92,75.28,0,2
817,494,2024-07-07,105.78,54.15,0,1
818,495,2023-05-04,125.51,47.95,0,4
819,495,2023-06-28,119.55,62.94,0,1
820,495,2023-07-20,97.83,41.66,0,5
821,495,2024-02-03,115.48,47.49,0,5
822,496,2024-03-10,167.62,88.04,0,1
823,496,2024-09-02,255.44,126.86,0,3
824,497,2023-04-13,185.72,97.61,0,4
825,497,2023-06-20,217.25,89.08,0,4
826,497,2023-09-17,259.02,135.83,0,3
827,497,2023-09-22,198.52,101.94,0,5
828,498,2023-11-04,53.35,21.75,0,2
829,498,2024-04-03,138.97,60.71,0,2
830,498,2024-03-05,163.28,87.91,0,1
831,499,2023-09-21,106.44,51.4,0,2
832,500,2024-10-27,75.54,33.27,0,3
833,501,2024-05-14,123.21,59.67,0,4
834,502,2023-05-29,157.1,70.96,0,5
835,503,2024-02-19,57.49,24.08,0,5
836,503,2024-09-17,173.18,77.45,0,1
837,503,2024-11-02,211.81,114.29,0,4
838,504,2024-08-24,123.8,65.02,0,3
839,505,2023-09-15,167.62,68.45,0,5
840,505,2024-06-10,160.66,61.77,0,4
841,506,2024-02-11,219.3,106.38,0,3
842,506,2024-05-30,94.43,40.45,0,3
843,506,2024-08-19,68.88,35.99,0,3
844,507,2023-01-30,107.45,56.62,0,1
845,507,2023-10-26,160.68,64.75,0,1
846,507,2023-10-29,78.95,38.02,0,5
847,507,2023-08-09,135.7,66.33,0,5
848,508,2024-06-30,139.44,63.46,0,2
849,509,2023-09-24,46.85,23.84,0,1
850,509,2024-02-21,41.83,22.45,0,5
851,509,2024-06-22,105.91,54.04,0,4
852,510,2023-10-27,184.43,76.0,0,3
853,511,2024-03-23,174.0,77.31,0,2
854,511,2024-09-29,153.65,79.28,0,3
855,511,2024-09-25,102.63,51.96,0,1
856,512,2023-10-03,76.92,37.56,0,2
857,513,2023-10-06,131.1,53.21,0,4
858,514,2023-01-23,62.9,31.55,0,1
859,515,2023-08-27,47.58,21.48,0,1
860,516,2024-05-25,126.14,55.01,0,5
861,517,2023-05-30,180.74,83.13,0,1
862,517,2024-01-24,222.22,89.05,0,4
863,517,2024-01-11,124.66,68.03,0,3
864,518,2023-09-11,50.86,25.99,0,4
865,519,2023-08-02,99.62,48.51,0,2
866,519,2024-01-12,95.73,46.77,0,2
867,519,2023-10-21,235.25,123.93,0,1
868,519,2023-10-26,91.91,41.71,0,2
869,520,2023-01-16,93.32,47.98,0,1
870,520,2023-07-13,191.45,77.8,0,4
871,521,2023-04-02,165.04,89.92,0,2
872,522,2023-03-03,157.8,81.2,0,1
873,522,2023-06-22,213.48,108.58,0,5
874,523,2024-03-25,48.74,24.52,0,4
875,523,2024-08-26,162.99,76.97,0,4
876,524,2024-05-16,77.66,39.18,0,1
877,525,2024-07-21,137.95,71.64,0,1
878,526,2024-04-09,156.65,64.47,0,1
879,526,2024-11-23,92.53,46.5,0,5
880,526,2024-10-24,220.19,90.78,0,5
881,527,2024-05-24,71.97,32.36,0,4
882,527,2024-11-03,49.63,26.77,0,4
883,528,2023-07-02,80.36,31.89,0,5
884,529,2024-02-02,137.02,58.03,0,3
885,529,2024-09-02,42.88,23.01,0,3
886,529,2024-08-17,244.25,127.36,0,4
887,529,2024-06-30,119.4,60.46,0,3
888,530,2024-03-01,183.99,89.21,0,4
889,531,2023-03-14,58.64,27.46,0,4
890,531,2023-08-27,81.68,38.34,0,4
891,532,2023-09-12,210.81,100.11,0,3
892,533,2024-10-15,163.04,73.79,0,3
893,534,2024-02-16,160.07,77.15,0,3
894,535,2023-11-19,219.45,98.77,0,3
895,536,2023-11-28,143.55,73.23,0,3
896,537,2023-09-18,63.89,35.58,1,2
897,538,2023-01-17,218.85,94.34,0,3
898,538,2023-02-21,242.2,113.09,0,1
899,538,2023-07-12,74.04,28.61,0,5
900,539,2023-12-31,91.37,38.6,0,1
901,539,2024-02-22,127.96,68.59,0,5
902,539,2024-08-04,199.19,102.54,0,1
903,540,2023-06-27,168.0,66.56,0,2
904,541,2023-02-08,145.85,56.81,0,4
905,542,2023-12-23,121.0,48.46,0,5
906,543,2024-10-30,207.51,101.16,0,5
907,543,2024-12-09,158.78,64.37,0,1
908,544,2023-08-15,162.89,88.79,0,1
909,545,2024-08-12,83.86,37.49,0,3
910,546,2024-08-08,140.93,63.1,0,4
911,547,2023-05-14,129.16,57.76,0,4
912,548,2024-07-28,173.74,68.14,0,3
913,549,2023-11-28,145.8,65.66,0,4
914,549,2024-03-19,170.65,65.55,0,1
915,550,2023-11-09,106.2,54.85,0,1
916,551,2024-03-27,188.18,83.47,0,1
917,552,2023-03-29,54.54,29.32,0,1
918,553,2023-10-22,166.41,75.97,0,1
919,553,2024-05-28,86.61,40.96,0,5
920,554,2023-09-22,154.03,76.73,0,3
921,555,2024-01-21,161.12,65.89,0,3
922,555,2024-07-27,51.68,25.39,0,1
923,555,2024-02-22,125.5,53.48,0,3
924,555,2024-09-25,230.14,88.2,0,1
925,556,2024-10-26,133.99,71.5,0,2
926,557,2024-09-03,77.62,35.54,0,3
927,558,2023-01-23,206.4,95.62,0,1
928,559,2023-01-19,154.42,84.36,0,2
929,560,2023-03-05,198.77,103.07,0,3
930,560,2023-12-02,89.63,39.27,0,1
931,560,2023-07-13,59.31,26.39,0,3
932,560,2023-12-05,231.99,115.23,0,5
933,561,2024-03-03,214.84,93.67,0,2
934,562,2023-07-31,146.68,60.78,0,3
935,562,2024-02-26,240.1,108.79,0,5
936,562,2024-04-18,184.37,87.76,0,3
937,562,2023-10-09,54.92,25.85,0,1
938,563,2023-05-02,191.92,73.89,0,1
939,563,2024-02-02,106.74,54.09,0,4
940,563,2023-12-28,73.43,30.25,0,1
941,564,2023-05-15,178.43,75.9,0,1
942,565,2023-08-25,25.62,14.5,1,3
943,566,2023-05-18,150.82,66.9,0,3
944,567,2024-05-18,84.6,46.08,0,2
945,568,2024-02-27,80.5,33.01,0,2
946,569,2024-03-25,130.74,59.85,0,5
947,569,2024-11-08,173.74,90.37,0,5
948,569,2024-10-25,126.71,68.38,0,1
949,570,2024-08-08,136.92,70.35,0,3
950,571,2024-04-07,198.61,93.63,0,2
951,572,2023-02-10,135.32,52.56,0,3
952,572,2023-10-24,210.21,90.1,0,1
953,572,2023-04-23,104.77,56.18,0,4
954,573,2024-06-13,126.13,49.87,0,5
955,574,2023-07-04,209.12,84.28,0,4
956,575,2024-04-06,124.39,66.21,0,1
957,576,2023-04-03,203.75,102.31,0,2
958,576,2023-10-30,179.5,70.81,0,4
959,577,2024-01-29,215.66,87.81,0,4
960,578,2023-02-14,204.64,100.71,0,4
961,578,2023-04-30,132.31,57.24,0,4
962,579,2024-04-01,202.24,76.97,0,2
963,580,2023-01-13,42.03,30.54,1,2
964,580,2023-07-30,139.82,63.63,0,4
965,580,2023-07-15,41.45,21.97,0,5
966,580,2023-04-24,178.3,92.61,0,5
967,581,2023-08-01,70.94,27.4,0,1
968,582,2024-08-14,97.23,37.76,0,4
969,583,2023-07-02,94.77,47.29,0,1
970,584,2024-07-29,124.68,67.12,0,1
971,584,2024-11-18,237.46,123.35,0,1
972,585,2024-03-13,56.36,22.59,0,5
973,586,2023-12-04,136.81,66.22,0,3
974,586,2024-09-09,257.18,118.87,0,5
975,586,2024-06-27,245.46,134.43,0,5
976,586,2024-03-16,173.95,75.46,0,4
977,587,2024-06-22,154.07,74.64,0,3
978,588,2024-10-09,199.64,85.72,0,2
979,588,2024-11-14,177.6,71.05,0,4
980,589,2023-08-01,219.82,96.01,0,4
981,590,2024-10-14,157.11,66.5,0,1
982,591,2024-07-17,165.02,83.03,0,2
983,592,2023-01-30,78.95,42.38,0,4
984,593,2024-04-30,157.99,76.88,0,4
985,594,2024-07-03,125.93,67.72,0,5
986,594,2024-10-17,199.49,86.51,0,5
987,594,2024-12-17,85.82,42.61,0,5
988,595,2023-12-29,71.13,31.13,0,1
989,595,2024-08-30,165.62,73.9,0,3
990,595,2024-06-28,230.21,116.89,0,1
991,595,2024-07-26,196.16,83.59,0,1
992,596,2023-03-30,124.08,51.71,0,2
993,596,2023-08-02,211.11,113.0,0,2
994,597,2024-03-30,184.83,75.08,0,3
995,597,2024-11-02,108.28,47.17,0,5
996,597,2024-11-11,220.87,119.15,0,3
997,598,2023-05-16,51.4,27.09,0,1
998,598,2024-02-08,191.15,91.95,0,1
999,598,2023-07-07,142.71,55.35,0,1
1000,599,2024-06-17,52.64,36.94,1,4
1001,600,2023-08-03,93.41,42.5,0,2
1002,600,2023-10-12,65.18,35.39,0,1
1003,601,2024-07-27,81.15,35.23,0,3
1004,602,2023-10-18,74.97,39.86,0,3
1005,603,2023-02-21,127.38,50.7,0,1
1006,603,2023-07-01,195.03,103.66,0,3
1007,603,2023-08-31,175.59,76.05,0,4
1008,604,2023-07-22,162.4,88.59,0,4
1009,605,2024-04-21,61.26,30.55,0,3
1010,605,2024-11-12,143.52,77.65,0,4
1011,605,2024-06-26,96.77,42.75,0,5
1012,606,2023-07-07,161.41,85.55,0,4
1013,607,2023-01-31,64.76,33.92,0,1
1014,607,2023-08-03,68.03,27.04,0,5
1015,607,2023-09-27,111.69,54.77,0,1
1016,608,2023-11-06,115.14,55.91,0,3
1017,609,2024-05-08,187.44,96.22,0,2
1018,609,2024-10-24,78.08,38.56,0,3
1019,609,2024-12-13,224.08,89.51,0,5
1020,610,2024-09-02,188.85,102.45,0,2
1021,611,2024-09-02,111.31,54.79,0,4
1022,612,2024-08-17,46.9,27.17,1,5
1023,612,2024-11-29,175.43,80.0,0,4
1024,612,2024-11-07,105.94,54.56,0,1
1025,613,2023-11-08,208.92,111.89,0,5
1026,614,2024-08-19,217.62,87.41,0,1
1027,615,2024-07-16,45.15,24.67,0,5
1028,616,2023-02-01,114.0,50.74,0,2
1029,617,2024-07-12,75.35,35.75,0,1
1030,618,2024-01-04,72.0,35.56,0,4
1031,618,2024-07-17,71.68,38.02,0,4
1032,619,2024-03-23,68.76,35.55,0,5
1033,620,2024-09-10,154.07,69.66,0,5
1034,621,2024-01-29,150.8,79.01,0,2
1035,621,2024-05-06,243.84,116.55,0,4
1036,621,2024-03-07,164.99,82.47,0,2
1037,621,2024-03-27,145.94,72.59,0,5
1038,622,2023-05-26,137.12,69.6,0,4
1039,622,2023-07-15,235.78,93.14,0,5
1040,622,2023-10-23,190.5,89.85,0,4
1041,622,2023-11-20,174.87,93.31,0,1
1042,623,2024-07-01,127.05,58.41,0,4
1043,624,2024-03-07,96.56,48.1,0,2
1044,625,2023-11-08,143.65,66.14,0,4
1045,625,2024-05-24,217.96,105.96,0,1
1046,626,2023-10-21,58.45,24.72,0,2
1047,627,2023-10-09,47.49,19.46,0,5
1048,628,2023-06-04,109.71,56.28,0,3
1049,628,2024-01-24,229.64,100.65,0,5
1050,629,2023-03-28,149.22,77.95,0,5
1051,630,2024-02-27,86.64,42.31,0,4
1052,630,2024-10-29,51.95,22.08,0,1
1053,630,2024-10-23,51.56,23.66,0,4
1054,630,2024-07-27,144.78,78.36,0,1
1055,631,2024-06-29,113.26,53.25,0,2
1056,632,2023-10-23,123.54,67.14,0,5
1057,633,2023-02-12,137.98,72.24,0,1
1058,634,2024-10-29,103.62,41.11,0,5
1059,635,2024-02-05,87.31,44.61,0,2
1060,636,2023-07-04,46.48,20.91,0,2
1061,637,2024-04-01,26.72,18.01,1,2
1062,637,2024-10-16,249.11,121.68,0,3
1063,637,2024-10-29,59.01,28.49,0,2
1064,637,2024-08-05,216.7,89.15,0,5
1065,638,2023-04-24,89.33,48.16,0,4
1066,639,2023-10-11,166.14,84.88,0,4
1067,639,2024-01-19,124.22,54.23,0,4
1068,640,2023-03-03,76.14,41.61,0,2
1069,640,2023-05-17,63.85,30.13,0,4
1070,640,2023-07-21,175.07,69.69,0,3
1071,641,2024-03-28,63.08,30.1,0,4
1072,641,2024-05-01,72.75,35.56,0,4
1073,641,2024-12-21,186.21,79.19,0,4
1074,642,2023-12-04,145.56,78.57,0,5
1075,643,2024-03-22,187.15,78.3,0,2
1076,644,2024-05-08,138.68,60.56,0,1
1077,644,2024-11-15,120.38,63.21,0,1
1078,645,2023-12-15,125.44,61.48,0,1
1079,645,2024-09-17,185.36,79.85,0,4
1080,646,2024-02-04,155.36,61.28,0,5
1081,647,2023-07-14,78.79,37.88,0,1
1082,647,2024-03-02,181.55,84.41,0,5
1083,648,2024-04-05,47.87,20.94,0,5
1084,649,2024-02-20,186.24,85.28,0,1
1085,650,2024-07-03,146.39,56.55,0,1
1086,650,2024-08-06,239.58,116.23,0,4
1087,650,2024-10-03,43.16,21.04,0,3
1088,651,2023-11-11,62.03,32.38,0,4
1089,651,2024-01-09,170.9,82.83,0,4
1090,652,2023-03-06,119.59,65.41,0,4
1091,653,2023-11-29,164.72,71.6,0,1
1092,654,2023-08-07,148.79,59.59,0,4
1093,654,2023-10-19,161.75,73.53,0,1
1094,654,2024-04-29,48.95,19.43,0,5
1095,655,2024-10-09,54.33,35.17,1,3
1096,656,2023-04-02,148.9,74.14,0,4
1097,657,2024-05-02,81.08,38.02,0,4
1098,658,2023-06-28,51.58,23.98,0,3
1099,659,2024-10-04,97.71,46.39,0,4
1100,660,2023-04-08,195.98,91.38,0,3
1101,661,2024-10-03,93.37,48.13,0,3
1102,662,2024-04-30,206.47,91.24,0,2
1103,662,2024-08-23,217.13,110.5,0,5
1104,662,2024-06-10,202.89,109.0,0,2
1105,663,2023-06-30,50.09,19.64,0,1
1106,663,2023-12-28,111.71,46.22,0,5
1107,663,2024-01-19,90.61,36.13,0,1
1108,664,2023-08-22,174.11,77.28,0,1
1109,664,2024-02-17,51.95,23.59,0,4
1110,664,2023-11-15,140.1,62.46,0,5
1111,665,2023-05-20,107.75,47.1,0,2
1112,665,2023-07-04,70.03,36.75,0,1
1113,665,2023-10-14,77.66,34.05,0,4
1114,665,2024-01-31,172.8,88.86,0,1
1115,666,2024-10-15,203.48,96.44,0,5
1116,667,2024-06-18,148.53,63.49,0,2
1117,668,2023-09-10,83.92,45.39,0,2
1118,669,2023-01-06,218.47,101.75,0,2
1119,669,2023-06-07,139.54,58.73,0,2
1120,669,2023-06-27,192.5,86.46,0,2
1121,670,2023-08-12,96.76,38.26,0,1
1122,670,2023-10-22,228.74,115.98,0,4
1123,670,2023-09-17,142.03,57.32,0,4
1124,671,2024-02-20,197.52,98.69,0,1
1125,671,2024-04-08,236.56,103.28,0,4
1126,671,2024-03-29,133.7,56.94,0,1
1127,671,2024-11-18,159.34,82.07,0,5
1128,672,2023-03-24,103.75,48.5,0,3
1129,673,2024-01-08,64.42,31.26,0,5
1130,674,2023-06-29,168.35,86.11,0,3
1131,674,2023-09-28,64.98,29.98,0,5
1132,674,2024-03-25,231.65,115.71,0,5
1133,675,2023-08-19,133.12,51.82,0,2
1134,676,2024-04-08,66.47,32.92,0,2
1135,677,2023-10-27,162.83,88.95,0,2
1136,678,2023-07-12,125.13,66.65,0,5
1137,678,2023-09-07,100.71,50.2,0,3
1138,679,2024-05-23,80.74,30.99,0,1
1139,679,2024-11-07,144.26,65.12,0,3
1140,679,2024-12-27,104.13,40.68,0,1
1141,680,2023-08-26,135.93,65.03,0,4
1142,681,2023-12-01,137.78,63.08,0,2
1143,682,2023-11-10,90.5,49.32,0,1
1144,683,2023-02-18,94.77,45.98,0,1
1145,683,2023-06-01,254.11,132.82,0,3
1146,683,2023-09-13,75.48,30.18,0,3
1147,683,2023-06-09,67.82,28.77,0,5
1148,684,2023-07-08,168.75,92.18,0,1
1149,684,2023-12-23,157.4,63.06,0,3
1150,684,2023-08-13,244.84,125.03,0,4
1151,685,2024-04-14,72.31,34.19,0,5
1152,686,2024-10-24,127.93,69.14,0,4
1153,687,2024-08-10,184.93,99.27,0,4
1154,688,2023-04-26,202.53,95.93,0,4
1155,688,2023-10-31,138.11,54.65,0,3
1156,688,2023-06-09,181.09,86.78,0,5
1157,689,2023-08-16,179.24,70.66,0,4
1158,690,2023-03-31,114.02,55.02,0,5
1159,691,2023-02-27,108.19,56.82,0,5
1160,692,2024-01-17,105.36,48.02,0,1
1161,693,2023-08-09,122.74,63.41,0,4
1162,693,2024-05-13,200.29,90.21,0,4
1163,693,2024-04-08,171.55,69.38,0,5
1164,693,2023-11-24,257.44,120.82,0,4
1165,694,2023-12-10,213.02,84.15,0,1
1166,694,2024-04-24,162.28,81.26,0,3
1167,694,2024-07-20,83.84,43.72,0,3
1168,695,2023-10-24,52.39,27.34,0,3
1169,695,2024-05-30,89.39,45.99,0,4
1170,695,2024-01-01,106.04,51.84,0,1
1171,695,2024-05-03,67.32,33.2,0,4
1172,696,2023-10-22,165.37,66.2,0,2
1173,696,2024-04-22,167.83,79.91,0,1
1174,697,2023-09-22,128.31,51.37,0,3
1175,698,2024-08-12,90.42,36.61,0,1
1176,699,2023-05-19,108.2,58.69,0,2
1177,699,2023-10-31,153.05,78.1,0,2
1178,699,2023-08-03,171.73,70.14,0,2
1179,700,2023-11-27,189.69,81.79,0,5
1180,701,2024-01-07,146.51,56.0,0,1
1181,701,2024-08-23,130.64,70.1,0,4
1182,701,2024-03-18,87.93,40.94,0,1
1183,702,2023-07-12,142.76,77.37,0,4
1184,703,2024-07-18,185.45,99.35,0,4
1185,704,2023-01-18,108.45,57.61,0,2
1186,705,2023-12-17,98.32,39.34,0,1
1187,705,2024-02-21,107.63,44.74,0,3
1188,705,2024-02-05,191.98,98.54,0,4
1189,705,2024-02-04,210.43,107.06,0,1
1190,706,2023-02-13,50.74,24.4,0,1
1191,706,2023-03-26,106.36,40.6,0,1
1192,706,2023-04-08,242.42,100.58,0,1
1193,707,2023-07-24,106.52,55.79,0,1
1194,708,2024-08-16,132.61,55.84,0,2
1195,709,2023-04-12,178.57,89.59,0,4
1196,710,2023-06-25,139.0,55.15,0,5
1197,710,2024-02-27,120.62,57.92,0,4
1198,710,2023-11-14,79.79,35.13,0,5
1199,710,2023-10-30,87.14,36.48,0,4
1200,711,2023-04-26,100.0,46.84,0,4
1201,712,2024-01-05,142.5,62.1,0,4
1202,712,2024-05-30,201.96,100.33,0,5
1203,712,2024-09-06,89.69,40.29,0,4
