spend_date,campaign_type,utm_campaign,spend,platform_reported_purchases
2024-08-02,acquisition,meta_acquisition_2024_08,1349.1,16
2024-08-03,buyer_file,meta_buyer_file_2024_08,615.96,17
2024-08-03,acquisition,meta_acquisition_2024_08,1139.24,33
2024-08-04,buyer_file,meta_buyer_file_2024_08,780.65,29
2024-08-04,acquisition,meta_acquisition_2024_08,1552.76,31
2024-08-05,buyer_file,meta_buyer_file_2024_08,769.04,9
2024-08-05,acquisition,meta_acquisition_2024_08,841.08,25
2024-08-06,buyer_file,meta_buyer_file_2024_08,918.37,20
2024-08-06,acquisition,meta_acquisition_2024_08,1040.08,7
2024-08-07,buyer_file,meta_buyer_file_2024_08,624.53,13
2024-08-07,acquisition,meta_acquisition_2024_08,936.22,19
2024-08-08,buyer_file,meta_buyer_file_2024_08,688.96,39
2024-08-08,acquisition,meta_acquisition_2024_08,868.52,18
2024-08-09,buyer_file,meta_buyer_file_2024_08,908.1,32
2024-08-09,acquisition,meta_acquisition_2024_08,1238.68,31
2024-08-10,buyer_file,meta_buyer_file_2024_08,794.35,6
2024-08-10,acquisition,meta_acquisition_2024_08,907.53,33
2024-08-11,buyer_file,meta_buyer_file_2024_08,854.85,25
2024-08-11,acquisition,meta_acquisition_2024_08,947.8,24
2024-08-12,buyer_file,meta_buyer_file_2024_08,692.52,30
2024-08-12,acquisition,meta_acquisition_2024_08,926.61,23
2024-08-13,buyer_file,meta_buyer_file_2024_08,572.91,15
2024-08-13,acquisition,meta_acquisition_2024_08,992.13,27
2024-08-14,buyer_file,meta_buyer_file_2024_08,590.08,24
2024-08-14,acquisition,meta_acquisition_2024_08,1453.06,28
2024-08-15,buyer_file,meta_buyer_file_2024_08,768.45,24
2024-08-15,acquisition,meta_acquisition_2024_08,940.88,29
2024-08-16,buyer_file,meta_buyer_file_2024_08,950.51,12
2024-08-16,acquisition,meta_acquisition_2024_08,1235.7,20
2024-08-17,buyer_file,meta_buyer_file_2024_08,795.02,13
2024-08-17,acquisition,meta_acquisition_2024_08,1113.32,9
2024-08-18,buyer_file,meta_buyer_file_2024_08,832.45,27
2024-08-18,acquisition,meta_acquisition_2024_08,1369.25,29
2024-08-19,buyer_file,meta_buyer_file_2024_08,988.94,26
2024-08-19,acquisition,meta_acquisition_2024_08,1096.33,15
2024-08-20,buyer_file,meta_buyer_file_2024_08,866.89,36
2024-08-20,acquisition,meta_acquisition_2024_08,1333.42,29
2024-08-21,buyer_file,meta_buyer_file_2024_08,968.39,21
2024-08-21,acquisition,meta_acquisition_2024_08,1424.56,24
2024-08-22,buyer_file,meta_buyer_file_2024_08,851.77,6
2024-08-22,acquisition,meta_acquisition_2024_08,995.76,40
2024-08-23,buyer_file,meta_buyer_file_2024_08,715.22,16
2024-08-23,acquisition,meta_acquisition_2024_08,1374.92,26
2024-08-24,buyer_file,meta_buyer_file_2024_08,724.77,18
2024-08-24,acquisition,meta_acquisition_2024_08,1438.86,22
2024-08-25,buyer_file,meta_buyer_file_2024_08,934.15,21
2024-08-25,acquisition,meta_acquisition_2024_08,1470.0,30
2024-08-26,buyer_file,meta_buyer_file_2024_08,790.93,16
2024-08-26,acquisition,meta_acquisition_2024_08,1224.08,39
2024-08-27,buyer_file,meta_buyer_file_2024_08,669.77,5
2024-08-27,acquisition,meta_acquisition_2024_08,1056.5,20
2024-08-28,buyer_file,meta_buyer_file_2024_08,1019.22,9
2024-08-28,acquisition,meta_acquisition_2024_08,1021.94,28
2024-08-29,buyer_file,meta_buyer_file_2024_08,692.48,10
2024-08-29,acquisition,meta_acquisition_2024_08,1109.13,35
2024-08-30,buyer_file,meta_buyer_file_2024_08,700.36,17
2024-08-30,acquisition,meta_acquisition_2024_08,947.15,10
2024-08-31,buyer_file,meta_buyer_file_2024_08,614.94,34
2024-08-31,acquisition,meta_acquisition_2024_08,1218.71,34
2024-09-01,buyer_file,meta_buyer_file_2024_09,843.03,25
2024-09-01,acquisition,meta_acquisition_2024_09,993.83,13
2024-09-02,buyer_file,meta_buyer_file_2024_09,979.93,5
2024-09-02,acquisition,meta_acquisition_2024_09,1048.45,25
2024-09-03,buyer_file,meta_buyer_file_2024_09,697.0,33
2024-09-03,acquisition,meta_acquisition_2024_09,1196.79,32
2024-09-04,buyer_file,meta_buyer_file_2024_09,763.96,37
2024-09-04,acquisition,meta_acquisition_2024_09,979.91,38
2024-09-05,buyer_file,meta_buyer_file_2024_09,946.11,37
2024-09-05,acquisition,meta_acquisition_2024_09,877.15,11
2024-09-06,buyer_file,meta_buyer_file_2024_09,907.08,39
2024-09-06,acquisition,meta_acquisition_2024_09,1185.9,20
2024-09-07,buyer_file,meta_buyer_file_2024_09,601.17,18
2024-09-07,acquisition,meta_acquisition_2024_09,1259.25,25
2024-09-08,buyer_file,meta_buyer_file_2024_09,604.21,9
2024-09-08,acquisition,meta_acquisition_2024_09,1020.12,32
2024-09-09,buyer_file,meta_buyer_file_2024_09,791.06,31
2024-09-09,acquisition,meta_acquisition_2024_09,963.0,11
2024-09-10,buyer_file,meta_buyer_file_2024_09,1013.74,5
2024-09-10,acquisition,meta_acquisition_2024_09,1189.84,40
2024-09-11,buyer_file,meta_buyer_file_2024_09,597.26,34
2024-09-11,acquisition,meta_acquisition_2024_09,910.07,30
2024-09-12,buyer_file,meta_buyer_file_2024_09,862.81,25
2024-09-12,acquisition,meta_acquisition_2024_09,1144.74,13
2024-09-13,buyer_file,meta_buyer_file_2024_09,718.72,34
2024-09-13,acquisition,meta_acquisition_2024_09,1444.04,31
2024-09-14,buyer_file,meta_buyer_file_2024_09,868.31,5
2024-09-14,acquisition,meta_acquisition_2024_09,942.81,32
2024-09-15,buyer_file,meta_buyer_file_2024_09,954.54,17
2024-09-15,acquisition,meta_acquisition_2024_09,1015.96,9
2024-09-16,buyer_file,meta_buyer_file_2024_09,738.7,21
2024-09-16,acquisition,meta_acquisition_2024_09,969.03,17
2024-09-17,buyer_file,meta_buyer_file_2024_09,565.87,7
2024-09-17,acquisition,meta_acquisition_2024_09,878.01,17
2024-09-18,buyer_file,meta_buyer_file_2024_09,586.03,37
2024-09-18,acquisition,meta_acquisition_2024_09,1150.85,26
2024-09-19,buyer_file,meta_buyer_file_2024_09,1028.87,26
2024-09-19,acquisition,meta_acquisition_2024_09,1495.17,6
2024-09-20,buyer_file,meta_buyer_file_2024_09,884.13,13
2024-09-20,acquisition,meta_acquisition_2024_09,961.1,11
2024-09-21,buyer_file,meta_buyer_file_2024_09,606.0,14
2024-09-21,acquisition,meta_acquisition_2024_09,859.66,31
2024-09-22,buyer_file,meta_buyer_file_2024_09,790.59,11
2024-09-22,acquisition,meta_acquisition_2024_09,1066.83,21
2024-09-23,buyer_file,meta_buyer_file_2024_09,713.48,14
2024-09-23,acquisition,meta_acquisition_2024_09,853.75,30
2024-09-24,buyer_file,meta_buyer_file_2024_09,763.72,20
2024-09-24,acquisition,meta_acquisition_2024_09,988.18,38
2024-09-25,buyer_file,meta_buyer_file_2024_09,627.51,13
2024-09-25,acquisition,meta_acquisition_2024_09,1454.07,22
2024-09-26,buyer_file,meta_buyer_file_2024_09,577.93,25
2024-09-26,acquisition,meta_acquisition_2024_09,1007.12,13
2024-09-27,buyer_file,meta_buyer_file_2024_09,648.41,16
2024-09-27,acquisition,meta_acquisition_2024_09,873.98,29
2024-09-28,buyer_file,meta_buyer_file_2024_09,627.12,6
2024-09-28,acquisition,meta_acquisition_2024_09,908.84,7
2024-09-29,buyer_file,meta_buyer_file_2024_09,968.16,12
2024-09-29,acquisition,meta_acquisition_2024_09,1385.88,21
2024-09-30,buyer_file,meta_buyer_file_2024_09,816.41,18
2024-09-30,acquisition,meta_acquisition_2024_09,1001.01,11
2024-10-01,buyer_file,meta_buyer_file_2024_10,652.37,16
2024-10-01,acquisition,meta_acquisition_2024_10,1101.8,38
2024-10-02,buyer_file,meta_buyer_file_2024_10,741.84,12
2024-10-02,acquisition,meta_acquisition_2024_10,1413.56,15
2024-10-03,buyer_file,meta_buyer_file_2024_10,676.76,21
2024-10-03,acquisition,meta_acquisition_2024_10,1081.59,31
2024-10-04,buyer_file,meta_buyer_file_2024_10,886.05,26
2024-10-04,acquisition,meta_acquisition_2024_10,930.89,24
2024-10-05,buyer_file,meta_buyer_file_2024_10,649.12,30
2024-10-05,acquisition,meta_acquisition_2024_10,1054.85,24
2024-10-06,buyer_file,meta_buyer_file_2024_10,852.52,32
2024-10-06,acquisition,meta_acquisition_2024_10,1411.0,16
2024-10-07,buyer_file,meta_buyer_file_2024_10,686.58,37
2024-10-07,acquisition,meta_acquisition_2024_10,1149.63,17
2024-10-08,buyer_file,meta_buyer_file_2024_10,688.46,8
2024-10-08,acquisition,meta_acquisition_2024_10,1365.37,27
2024-10-09,buyer_file,meta_buyer_file_2024_10,678.81,34
2024-10-09,acquisition,meta_acquisition_2024_10,1298.39,35
2024-10-10,buyer_file,meta_buyer_file_2024_10,860.05,20
2024-10-10,acquisition,meta_acquisition_2024_10,1039.24,40
2024-10-11,buyer_file,meta_buyer_file_2024_10,865.75,28
2024-10-11,acquisition,meta_acquisition_2024_10,967.69,35
2024-10-12,buyer_file,meta_buyer_file_2024_10,958.58,27
2024-10-12,acquisition,meta_acquisition_2024_10,1131.43,10
2024-10-13,buyer_file,meta_buyer_file_2024_10,720.61,16
2024-10-13,acquisition,meta_acquisition_2024_10,1558.04,30
2024-10-14,buyer_file,meta_buyer_file_2024_10,738.04,26
2024-10-14,acquisition,meta_acquisition_2024_10,1245.16,9
2024-10-15,buyer_file,meta_buyer_file_2024_10,688.41,29
2024-10-15,acquisition,meta_acquisition_2024_10,1531.52,28
2024-10-16,buyer_file,meta_buyer_file_2024_10,938.02,37
2024-10-16,acquisition,meta_acquisition_2024_10,883.62,31
2024-10-17,buyer_file,meta_buyer_file_2024_10,759.91,11
2024-10-17,acquisition,meta_acquisition_2024_10,1031.95,28
2024-10-18,buyer_file,meta_buyer_file_2024_10,665.2,30
2024-10-18,acquisition,meta_acquisition_2024_10,1451.28,28
2024-10-19,buyer_file,meta_buyer_file_2024_10,636.44,33
2024-10-19,acquisition,meta_acquisition_2024_10,1399.77,22
2024-10-20,buyer_file,meta_buyer_file_2024_10,1003.43,30
2024-10-20,acquisition,meta_acquisition_2024_10,1152.7,25
2024-10-21,buyer_file,meta_buyer_file_2024_10,880.12,26
2024-10-21,acquisition,meta_acquisition_2024_10,990.03,31
2024-10-22,buyer_file,meta_buyer_file_2024_10,621.1,40
2024-10-22,acquisition,meta_acquisition_2024_10,1479.52,20
2024-10-23,buyer_file,meta_buyer_file_2024_10,633.97,17
2024-10-23,acquisition,meta_acquisition_2024_10,1471.75,29
2024-10-24,buyer_file,meta_buyer_file_2024_10,797.05,14
2024-10-24,acquisition,meta_acquisition_2024_10,1054.42,26
2024-10-25,buyer_file,meta_buyer_file_2024_10,787.91,15
2024-10-25,acquisition,meta_acquisition_2024_10,1301.49,31
2024-10-26,buyer_file,meta_buyer_file_2024_10,1016.43,40
2024-10-26,acquisition,meta_acquisition_2024_10,1510.48,25
2024-10-27,buyer_file,meta_buyer_file_2024_10,690.3,23
2024-10-27,acquisition,meta_acquisition_2024_10,1135.79,26
2024-10-28,buyer_file,meta_buyer_file_2024_10,800.1,32
2024-10-28,acquisition,meta_acquisition_2024_10,1017.37,6
2024-10-29,buyer_file,meta_buyer_file_2024_10,758.22,11
2024-10-29,acquisition,meta_acquisition_2024_10,1123.17,39
2024-10-30,buyer_file,meta_buyer_file_2024_10,630.62,35
2024-10-30,acquisition,meta_acquisition_2024_10,1264.97,20
2024-10-31,buyer_file,meta_buyer_file_2024_10,855.64,39
2024-10-31,acquisition,meta_acquisition_2024_10,1406.88,9
2024-11-01,buyer_file,meta_buyer_file_2024_11,759.33,27
2024-11-01,acquisition,meta_acquisition_2024_11,1459.52,37
2024-11-02,buyer_file,meta_buyer_file_2024_11,599.99,30
2024-11-02,acquisition,meta_acquisition_2024_11,1485.79,37
2024-11-03,buyer_file,meta_buyer_file_2024_11,874.77,34
2024-11-03,acquisition,meta_acquisition_2024_11,903.64,20
2024-11-04,buyer_file,meta_buyer_file_2024_11,571.1,18
2024-11-04,acquisition,meta_acquisition_2024_11,1181.27,29
2024-11-05,buyer_file,meta_buyer_file_2024_11,588.29,15
2024-11-05,acquisition,meta_acquisition_2024_11,1398.01,5
2024-11-06,buyer_file,meta_buyer_file_2024_11,1012.63,22
2024-11-06,acquisition,meta_acquisition_2024_11,1226.14,32
2024-11-07,buyer_file,meta_buyer_file_2024_11,950.97,40
2024-11-07,acquisition,meta_acquisition_2024_11,1490.76,6
2024-11-08,buyer_file,meta_buyer_file_2024_11,826.85,13
2024-11-08,acquisition,meta_acquisition_2024_11,1118.35,22
2024-11-09,buyer_file,meta_buyer_file_2024_11,835.44,12
2024-11-09,acquisition,meta_acquisition_2024_11,934.91,12
2024-11-10,buyer_file,meta_buyer_file_2024_11,1029.94,30
2024-11-10,acquisition,meta_acquisition_2024_11,1404.3,24
2024-11-11,buyer_file,meta_buyer_file_2024_11,935.84,33
2024-11-11,acquisition,meta_acquisition_2024_11,1125.74,25
2024-11-12,buyer_file,meta_buyer_file_2024_11,868.37,14
2024-11-12,acquisition,meta_acquisition_2024_11,1379.04,15
2024-11-13,buyer_file,meta_buyer_file_2024_11,746.53,23
2024-11-13,acquisition,meta_acquisition_2024_11,1088.02,30
2024-11-14,buyer_file,meta_buyer_file_2024_11,658.46,17
2024-11-14,acquisition,meta_acquisition_2024_11,1270.45,34
2024-11-15,buyer_file,meta_buyer_file_2024_11,626.57,24
2024-11-15,acquisition,meta_acquisition_2024_11,848.17,30
2024-11-16,buyer_file,meta_buyer_file_2024_11,953.92,21
2024-11-16,acquisition,meta_acquisition_2024_11,1204.05,10
2024-11-17,buyer_file,meta_buyer_file_2024_11,1036.87,12
2024-11-17,acquisition,meta_acquisition_2024_11,970.7,31
2024-11-18,buyer_file,meta_buyer_file_2024_11,897.21,29
2024-11-18,acquisition,meta_acquisition_2024_11,1357.4,34
2024-11-19,buyer_file,meta_buyer_file_2024_11,602.45,31
2024-11-19,acquisition,meta_acquisition_2024_11,1165.08,6
2024-11-20,buyer_file,meta_buyer_file_2024_11,757.61,40
2024-11-20,acquisition,meta_acquisition_2024_11,1001.42,26
2024-11-21,buyer_file,meta_buyer_file_2024_11,665.92,12
2024-11-21,acquisition,meta_acquisition_2024_11,863.66,29
2024-11-22,buyer_file,meta_buyer_file_2024_11,611.57,27
2024-11-22,acquisition,meta_acquisition_2024_11,1405.39,6
2024-11-23,buyer_file,meta_buyer_file_2024_11,614.52,20
2024-11-23,acquisition,meta_acquisition_2024_11,1248.73,22
2024-11-24,buyer_file,meta_buyer_file_2024_11,911.06,7
2024-11-24,acquisition,meta_acquisition_2024_11,1388.22,10
2024-11-25,buyer_file,meta_buyer_file_2024_11,653.45,19
2024-11-25,acquisition,meta_acquisition_2024_11,1035.97,22
2024-11-26,buyer_file,meta_buyer_file_2024_11,663.41,31
2024-11-26,acquisition,meta_acquisition_2024_11,1439.93,18
2024-11-27,buyer_file,meta_buyer_file_2024_11,1019.36,22
2024-11-27,acquisition,meta_acquisition_2024_11,1224.1,11
2024-11-28,buyer_file,meta_buyer_file_2024_11,695.09,39
2024-11-28,acquisition,meta_acquisition_2024_11,1413.94,21
2024-11-29,buyer_file,meta_buyer_file_2024_11,602.53,8
2024-11-29,acquisition,meta_acquisition_2024_11,1527.61,32
2024-11-30,buyer_file,meta_buyer_file_2024_11,796.94,18
2024-11-30,acquisition,meta_acquisition_2024_11,867.14,21
2024-12-01,buyer_file,meta_buyer_file_2024_12,996.18,10
2024-12-01,acquisition,meta_acquisition_2024_12,914.69,5
2024-12-02,buyer_file,meta_buyer_file_2024_12,1028.15,10
2024-12-02,acquisition,meta_acquisition_2024_12,1395.59,8
2024-12-03,buyer_file,meta_buyer_file_2024_12,967.24,15
2024-12-03,acquisition,meta_acquisition_2024_12,1483.42,7
2024-12-04,buyer_file,meta_buyer_file_2024_12,632.25,40
2024-12-04,acquisition,meta_acquisition_2024_12,1438.17,31
2024-12-05,buyer_file,meta_buyer_file_2024_12,969.54,12
2024-12-05,acquisition,meta_acquisition_2024_12,1131.02,39
2024-12-06,buyer_file,meta_buyer_file_2024_12,1039.64,9
2024-12-06,acquisition,meta_acquisition_2024_12,1470.84,7
2024-12-07,buyer_file,meta_buyer_file_2024_12,678.29,14
2024-12-07,acquisition,meta_acquisition_2024_12,927.84,17
2024-12-08,buyer_file,meta_buyer_file_2024_12,683.75,26
2024-12-08,acquisition,meta_acquisition_2024_12,1057.7,21
2024-12-09,buyer_file,meta_buyer_file_2024_12,986.31,8
2024-12-09,acquisition,meta_acquisition_2024_12,990.86,17
2024-12-10,buyer_file,meta_buyer_file_2024_12,595.85,8
2024-12-10,acquisition,meta_acquisition_2024_12,1340.66,11
2024-12-11,buyer_file,meta_buyer_file_2024_12,793.12,11
2024-12-11,acquisition,meta_acquisition_2024_12,987.89,39
2024-12-12,buyer_file,meta_buyer_file_2024_12,743.44,10
2024-12-12,acquisition,meta_acquisition_2024_12,1073.23,35
2024-12-13,buyer_file,meta_buyer_file_2024_12,607.46,10
2024-12-13,acquisition,meta_acquisition_2024_12,1409.32,12
2024-12-14,buyer_file,meta_buyer_file_2024_12,657.57,13
2024-12-14,acquisition,meta_acquisition_2024_12,1403.54,11
2024-12-15,buyer_file,meta_buyer_file_2024_12,839.82,24
2024-12-15,acquisition,meta_acquisition_2024_12,1506.88,6
2024-12-16,buyer_file,meta_buyer_file_2024_12,1038.25,24
2024-12-16,acquisition,meta_acquisition_2024_12,1492.47,5
2024-12-17,buyer_file,meta_buyer_file_2024_12,637.55,38
2024-12-17,acquisition,meta_acquisition_2024_12,1240.06,10
2024-12-18,buyer_file,meta_buyer_file_2024_12,698.88,12
2024-12-18,acquisition,meta_acquisition_2024_12,935.41,39
2024-12-19,buyer_file,meta_buyer_file_2024_12,780.5,24
2024-12-19,acquisition,meta_acquisition_2024_12,1068.32,36
2024-12-20,buyer_file,meta_buyer_file_2024_12,1008.27,9
2024-12-20,acquisition,meta_acquisition_2024_12,1396.28,18
2024-12-21,buyer_file,meta_buyer_file_2024_12,1025.48,35
2024-12-21,acquisition,meta_acquisition_2024_12,1451.38,28
2024-12-22,buyer_file,meta_buyer_file_2024_12,795.61,23
2024-12-22,acquisition,meta_acquisition_2024_12,1459.33,17
2024-12-23,buyer_file,meta_buyer_file_2024_12,850.49,20
2024-12-23,acquisition,meta_acquisition_2024_12,1238.96,10
2024-12-24,buyer_file,meta_buyer_file_2024_12,578.0,36
2024-12-24,acquisition,meta_acquisition_2024_12,1057.2,12
2024-12-25,buyer_file,meta_buyer_file_2024_12,875.66,29
2024-12-25,acquisition,meta_acquisition_2024_12,927.92,23
2024-12-26,buyer_file,meta_buyer_file_2024_12,641.27,14
2024-12-26,acquisition,meta_acquisition_2024_12,925.66,23
2024-12-27,buyer_file,meta_buyer_file_2024_12,980.95,9
2024-12-27,acquisition,meta_acquisition_2024_12,1351.19,10
2024-12-28,buyer_file,meta_buyer_file_2024_12,1001.64,18
2024-12-28,acquisition,meta_acquisition_2024_12,1078.68,31
2024-12-29,buyer_file,meta_buyer_file_2024_12,846.47,32
2024-12-29,acquisition,meta_acquisition_2024_12,1535.38,16
2024-12-30,buyer_file,meta_buyer_file_2024_12,746.5,31
2024-12-30,acquisition,meta_acquisition_2024_12,1234.46,27
2024-12-31,buyer_file,meta_buyer_file_2024_12,721.82,25
2024-12-31,acquisition,meta_acquisition_2024_12,966.36,36
