customer_id,first_order_date,acquisition_channel_id,acquisition_month_id,acquisition_channel_code,paid_social_subtype,acquisition_utm_campaign
475,2023-07-03,2,7,paid_social,acquisition,meta_acquisition_2023_07
476,2023-05-22,5,5,direct,,direct_2023_05
477,2023-06-15,1,6,direct_mail,,direct_mail_2023_06
478,2023-02-23,1,2,direct_mail,,direct_mail_2023_02
479,2024-09-03,1,21,direct_mail,,direct_mail_2024_09
480,2024-06-14,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
481,2023-03-30,5,3,direct,,direct_2023_03
482,2024-06-14,1,18,direct_mail,,direct_mail_2024_06
483,2024-07-26,5,19,direct,,direct_2024_07
484,2023-07-19,2,7,paid_social,acquisition,meta_acquisition_2023_07
485,2024-05-30,2,17,paid_social,acquisition,meta_acquisition_2024_05
486,2024-08-11,2,20,paid_social,acquisition,meta_acquisition_2024_08
487,2024-04-14,4,16,organic,,organic_2024_04
488,2023-01-10,4,1,organic,,organic_2023_01
489,2023-12-17,1,12,direct_mail,,direct_mail_2023_12
490,2023-10-03,1,10,direct_mail,,direct_mail_2023_10
491,2023-08-29,4,8,organic,,organic_2023_08
492,2023-11-19,2,11,paid_social,acquisition,meta_acquisition_2023_11
493,2024-06-07,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
494,2024-07-07,1,19,direct_mail,,direct_mail_2024_07
495,2023-05-04,4,5,organic,,organic_2023_05
496,2024-03-10,1,15,direct_mail,,direct_mail_2024_03
497,2023-04-13,4,4,organic,,organic_2023_04
498,2023-11-04,2,11,paid_social,acquisition,meta_acquisition_2023_11
499,2023-09-21,2,9,paid_social,acquisition,meta_acquisition_2023_09
500,2024-10-27,3,22,email,,email_2024_10
501,2024-05-14,4,17,organic,,organic_2024_05
502,2023-05-29,5,5,direct,,direct_2023_05
503,2024-02-19,5,14,direct,,direct_2024_02
504,2024-08-24,3,20,email,,email_2024_08
505,2023-09-15,5,9,direct,,direct_2023_09
506,2024-02-11,3,14,email,,email_2024_02
507,2023-01-30,1,1,direct_mail,,direct_mail_2023_01
508,2024-06-30,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
509,2023-09-24,1,9,direct_mail,,direct_mail_2023_09
510,2023-10-27,3,10,email,,email_2023_10
511,2024-03-23,2,15,paid_social,buyer_file,meta_buyer_file_2024_03
512,2023-10-03,2,10,paid_social,acquisition,meta_acquisition_2023_10
513,2023-10-06,4,10,organic,,organic_2023_10
514,2023-01-23,1,1,direct_mail,,direct_mail_2023_01
515,2023-08-27,1,8,direct_mail,,direct_mail_2023_08
516,2024-05-25,5,17,direct,,direct_2024_05
517,2023-05-30,1,5,direct_mail,,direct_mail_2023_05
518,2023-09-11,4,9,organic,,organic_2023_09
519,2023-08-02,2,8,paid_social,acquisition,meta_acquisition_2023_08
520,2023-01-16,1,1,direct_mail,,direct_mail_2023_01
521,2023-04-02,2,4,paid_social,acquisition,meta_acquisition_2023_04
522,2023-03-03,1,3,direct_mail,,direct_mail_2023_03
523,2024-03-25,4,15,organic,,organic_2024_03
524,2024-05-16,1,17,direct_mail,,direct_mail_2024_05
525,2024-07-21,1,19,direct_mail,,direct_mail_2024_07
526,2024-04-09,1,16,direct_mail,,direct_mail_2024_04
527,2024-05-24,4,17,organic,,organic_2024_05
528,2023-07-02,5,7,direct,,direct_2023_07
529,2024-02-02,3,14,email,,email_2024_02
530,2024-03-01,4,15,organic,,organic_2024_03
531,2023-03-14,4,3,organic,,organic_2023_03
532,2023-09-12,3,9,email,,email_2023_09
533,2024-10-15,3,22,email,,email_2024_10
534,2024-02-16,3,14,email,,email_2024_02
535,2023-11-19,3,11,email,,email_2023_11
536,2023-11-28,3,11,email,,email_2023_11
537,2023-09-18,2,9,paid_social,acquisition,meta_acquisition_2023_09
538,2023-01-17,3,1,email,,email_2023_01
539,2023-12-31,1,12,direct_mail,,direct_mail_2023_12
540,2023-06-27,2,6,paid_social,acquisition,meta_acquisition_2023_06
541,2023-02-08,4,2,organic,,organic_2023_02
542,2023-12-23,5,12,direct,,direct_2023_12
543,2024-10-30,5,22,direct,,direct_2024_10
544,2023-08-15,1,8,direct_mail,,direct_mail_2023_08
545,2024-08-12,3,20,email,,email_2024_08
546,2024-08-08,4,20,organic,,organic_2024_08
547,2023-05-14,4,5,organic,,organic_2023_05
548,2024-07-28,3,19,email,,email_2024_07
549,2023-11-28,4,11,organic,,organic_2023_11
550,2023-11-09,1,11,direct_mail,,direct_mail_2023_11
551,2024-03-27,1,15,direct_mail,,direct_mail_2024_03
552,2023-03-29,1,3,direct_mail,,direct_mail_2023_03
553,2023-10-22,1,10,direct_mail,,direct_mail_2023_10
554,2023-09-22,3,9,email,,email_2023_09
555,2024-01-21,3,13,email,,email_2024_01
556,2024-10-26,2,22,paid_social,acquisition,meta_acquisition_2024_10
557,2024-09-03,3,21,email,,email_2024_09
558,2023-01-23,1,1,direct_mail,,direct_mail_2023_01
559,2023-01-19,2,1,paid_social,buyer_file,meta_buyer_file_2023_01
560,2023-03-05,3,3,email,,email_2023_03
561,2024-03-03,2,15,paid_social,buyer_file,meta_buyer_file_2024_03
562,2023-07-31,3,7,email,,email_2023_07
563,2023-05-02,1,5,direct_mail,,direct_mail_2023_05
564,2023-05-15,1,5,direct_mail,,direct_mail_2023_05
565,2023-08-25,3,8,email,,email_2023_08
566,2023-05-18,3,5,email,,email_2023_05
567,2024-05-18,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
568,2024-02-27,2,14,paid_social,acquisition,meta_acquisition_2024_02
569,2024-03-25,5,15,direct,,direct_2024_03
570,2024-08-08,3,20,email,,email_2024_08
571,2024-04-07,2,16,paid_social,acquisition,meta_acquisition_2024_04
572,2023-02-10,3,2,email,,email_2023_02
573,2024-06-13,5,18,direct,,direct_2024_06
574,2023-07-04,4,7,organic,,organic_2023_07
575,2024-04-06,1,16,direct_mail,,direct_mail_2024_04
576,2023-04-03,2,4,paid_social,acquisition,meta_acquisition_2023_04
577,2024-01-29,4,13,organic,,organic_2024_01
578,2023-02-14,4,2,organic,,organic_2023_02
579,2024-04-01,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
580,2023-01-13,2,1,paid_social,acquisition,meta_acquisition_2023_01
581,2023-08-01,1,8,direct_mail,,direct_mail_2023_08
582,2024-08-14,4,20,organic,,organic_2024_08
583,2023-07-02,1,7,direct_mail,,direct_mail_2023_07
584,2024-07-29,1,19,direct_mail,,direct_mail_2024_07
585,2024-03-13,5,15,direct,,direct_2024_03
586,2023-12-04,3,12,email,,email_2023_12
587,2024-06-22,3,18,email,,email_2024_06
588,2024-10-09,2,22,paid_social,acquisition,meta_acquisition_2024_10
589,2023-08-01,4,8,organic,,organic_2023_08
590,2024-10-14,1,22,direct_mail,,direct_mail_2024_10
591,2024-07-17,2,19,paid_social,buyer_file,meta_buyer_file_2024_07
592,2023-01-30,4,1,organic,,organic_2023_01
593,2024-04-30,4,16,organic,,organic_2024_04
594,2024-07-03,5,19,direct,,direct_2024_07
595,2023-12-29,1,12,direct_mail,,direct_mail_2023_12
596,2023-03-30,2,3,paid_social,buyer_file,meta_buyer_file_2023_03
597,2024-03-30,3,15,email,,email_2024_03
598,2023-05-16,1,5,direct_mail,,direct_mail_2023_05
599,2024-06-17,4,18,organic,,organic_2024_06
600,2023-08-03,2,8,paid_social,buyer_file,meta_buyer_file_2023_08
601,2024-07-27,3,19,email,,email_2024_07
602,2023-10-18,3,10,email,,email_2023_10
603,2023-02-21,1,2,direct_mail,,direct_mail_2023_02
604,2023-07-22,4,7,organic,,organic_2023_07
605,2024-04-21,3,16,email,,email_2024_04
606,2023-07-07,4,7,organic,,organic_2023_07
607,2023-01-31,1,1,direct_mail,,direct_mail_2023_01
608,2023-11-06,3,11,email,,email_2023_11
609,2024-05-08,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
610,2024-09-02,2,21,paid_social,acquisition,meta_acquisition_2024_09
611,2024-09-02,4,21,organic,,organic_2024_09
612,2024-08-17,5,20,direct,,direct_2024_08
613,2023-11-08,5,11,direct,,direct_2023_11
614,2024-08-19,1,20,direct_mail,,direct_mail_2024_08
615,2024-07-16,5,19,direct,,direct_2024_07
616,2023-02-01,2,2,paid_social,acquisition,meta_acquisition_2023_02
617,2024-07-12,1,19,direct_mail,,direct_mail_2024_07
618,2024-01-04,4,13,organic,,organic_2024_01
619,2024-03-23,5,15,direct,,direct_2024_03
620,2024-09-10,5,21,direct,,direct_2024_09
621,2024-01-29,2,13,paid_social,buyer_file,meta_buyer_file_2024_01
622,2023-05-26,4,5,organic,,organic_2023_05
623,2024-07-01,4,19,organic,,organic_2024_07
624,2024-03-07,2,15,paid_social,acquisition,meta_acquisition_2024_03
625,2023-11-08,4,11,organic,,organic_2023_11
626,2023-10-21,2,10,paid_social,buyer_file,meta_buyer_file_2023_10
627,2023-10-09,5,10,direct,,direct_2023_10
628,2023-06-04,3,6,email,,email_2023_06
629,2023-03-28,5,3,direct,,direct_2023_03
630,2024-02-27,4,14,organic,,organic_2024_02
631,2024-06-29,2,18,paid_social,acquisition,meta_acquisition_2024_06
632,2023-10-23,5,10,direct,,direct_2023_10
633,2023-02-12,1,2,direct_mail,,direct_mail_2023_02
634,2024-10-29,5,22,direct,,direct_2024_10
635,2024-02-05,2,14,paid_social,acquisition,meta_acquisition_2024_02
636,2023-07-04,2,7,paid_social,buyer_file,meta_buyer_file_2023_07
637,2024-04-01,2,16,paid_social,acquisition,meta_acquisition_2024_04
638,2023-04-24,4,4,organic,,organic_2023_04
639,2023-10-11,4,10,organic,,organic_2023_10
640,2023-03-03,2,3,paid_social,acquisition,meta_acquisition_2023_03
641,2024-03-28,4,15,organic,,organic_2024_03
642,2023-12-04,5,12,direct,,direct_2023_12
643,2024-03-22,2,15,paid_social,acquisition,meta_acquisition_2024_03
644,2024-05-08,1,17,direct_mail,,direct_mail_2024_05
645,2023-12-15,1,12,direct_mail,,direct_mail_2023_12
646,2024-02-04,5,14,direct,,direct_2024_02
647,2023-07-14,1,7,direct_mail,,direct_mail_2023_07
648,2024-04-05,5,16,direct,,direct_2024_04
649,2024-02-20,1,14,direct_mail,,direct_mail_2024_02
650,2024-07-03,1,19,direct_mail,,direct_mail_2024_07
651,2023-11-11,4,11,organic,,organic_2023_11
652,2023-03-06,4,3,organic,,organic_2023_03
653,2023-11-29,1,11,direct_mail,,direct_mail_2023_11
654,2023-08-07,4,8,organic,,organic_2023_08
655,2024-10-09,3,22,email,,email_2024_10
656,2023-04-02,4,4,organic,,organic_2023_04
657,2024-05-02,4,17,organic,,organic_2024_05
658,2023-06-28,3,6,email,,email_2023_06
659,2024-10-04,4,22,organic,,organic_2024_10
660,2023-04-08,3,4,email,,email_2023_04
661,2024-10-03,3,22,email,,email_2024_10
662,2024-04-30,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
663,2023-06-30,1,6,direct_mail,,direct_mail_2023_06
664,2023-08-22,1,8,direct_mail,,direct_mail_2023_08
665,2023-05-20,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
666,2024-10-15,5,22,direct,,direct_2024_10
667,2024-06-18,2,18,paid_social,acquisition,meta_acquisition_2024_06
668,2023-09-10,2,9,paid_social,acquisition,meta_acquisition_2023_09
669,2023-01-06,2,1,paid_social,buyer_file,meta_buyer_file_2023_01
670,2023-08-12,1,8,direct_mail,,direct_mail_2023_08
671,2024-02-20,1,14,direct_mail,,direct_mail_2024_02
672,2023-03-24,3,3,email,,email_2023_03
673,2024-01-08,5,13,direct,,direct_2024_01
674,2023-06-29,3,6,email,,email_2023_06
675,2023-08-19,2,8,paid_social,acquisition,meta_acquisition_2023_08
676,2024-04-08,2,16,paid_social,acquisition,meta_acquisition_2024_04
677,2023-10-27,2,10,paid_social,buyer_file,meta_buyer_file_2023_10
678,2023-07-12,5,7,direct,,direct_2023_07
679,2024-05-23,1,17,direct_mail,,direct_mail_2024_05
680,2023-08-26,4,8,organic,,organic_2023_08
681,2023-12-01,2,12,paid_social,acquisition,meta_acquisition_2023_12
682,2023-11-10,1,11,direct_mail,,direct_mail_2023_11
683,2023-02-18,1,2,direct_mail,,direct_mail_2023_02
684,2023-07-08,1,7,direct_mail,,direct_mail_2023_07
685,2024-04-14,5,16,direct,,direct_2024_04
686,2024-10-24,4,22,organic,,organic_2024_10
687,2024-08-10,4,20,organic,,organic_2024_08
688,2023-04-26,4,4,organic,,organic_2023_04
689,2023-08-16,4,8,organic,,organic_2023_08
690,2023-03-31,5,3,direct,,direct_2023_03
691,2023-02-27,5,2,direct,,direct_2023_02
692,2024-01-17,1,13,direct_mail,,direct_mail_2024_01
693,2023-08-09,4,8,organic,,organic_2023_08
694,2023-12-10,1,12,direct_mail,,direct_mail_2023_12
695,2023-10-24,3,10,email,,email_2023_10
696,2023-10-22,2,10,paid_social,acquisition,meta_acquisition_2023_10
697,2023-09-22,3,9,email,,email_2023_09
698,2024-08-12,1,20,direct_mail,,direct_mail_2024_08
699,2023-05-19,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
700,2023-11-27,5,11,direct,,direct_2023_11
701,2024-01-07,1,13,direct_mail,,direct_mail_2024_01
702,2023-07-12,4,7,organic,,organic_2023_07
703,2024-07-18,4,19,organic,,organic_2024_07
704,2023-01-18,2,1,paid_social,buyer_file,meta_buyer_file_2023_01
705,2023-12-17,1,12,direct_mail,,direct_mail_2023_12
706,2023-02-13,1,2,direct_mail,,direct_mail_2023_02
707,2023-07-24,1,7,direct_mail,,direct_mail_2023_07
708,2024-08-16,2,20,paid_social,buyer_file,meta_buyer_file_2024_08
709,2023-04-12,4,4,organic,,organic_2023_04
710,2023-06-25,5,6,direct,,direct_2023_06
711,2023-04-26,4,4,organic,,organic_2023_04
712,2024-01-05,4,13,organic,,organic_2024_01
713,2024-03-14,1,15,direct_mail,,direct_mail_2024_03
714,2023-07-03,1,7,direct_mail,,direct_mail_2023_07
715,2023-07-25,3,7,email,,email_2023_07
716,2023-10-13,4,10,organic,,organic_2023_10
717,2024-02-14,2,14,paid_social,acquisition,meta_acquisition_2024_02
718,2023-03-11,2,3,paid_social,buyer_file,meta_buyer_file_2023_03
719,2024-07-07,3,19,email,,email_2024_07
720,2024-01-28,2,13,paid_social,acquisition,meta_acquisition_2024_01
721,2023-11-07,5,11,direct,,direct_2023_11
722,2023-04-23,3,4,email,,email_2023_04
723,2024-07-29,5,19,direct,,direct_2024_07
724,2024-09-23,4,21,organic,,organic_2024_09
725,2023-05-12,4,5,organic,,organic_2023_05
726,2023-12-16,2,12,paid_social,acquisition,meta_acquisition_2023_12
727,2023-03-09,5,3,direct,,direct_2023_03
728,2023-04-11,4,4,organic,,organic_2023_04
729,2023-12-14,1,12,direct_mail,,direct_mail_2023_12
730,2023-03-19,5,3,direct,,direct_2023_03
731,2024-02-16,4,14,organic,,organic_2024_02
732,2024-08-29,2,20,paid_social,buyer_file,meta_buyer_file_2024_08
733,2024-10-29,4,22,organic,,organic_2024_10
734,2024-02-29,2,14,paid_social,acquisition,meta_acquisition_2024_02
735,2024-08-02,4,20,organic,,organic_2024_08
736,2023-11-04,5,11,direct,,direct_2023_11
737,2024-02-27,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
738,2024-04-20,2,16,paid_social,acquisition,meta_acquisition_2024_04
739,2023-02-13,5,2,direct,,direct_2023_02
740,2024-05-27,5,17,direct,,direct_2024_05
741,2023-09-15,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
742,2024-02-04,4,14,organic,,organic_2024_02
743,2024-08-26,1,20,direct_mail,,direct_mail_2024_08
744,2024-05-01,4,17,organic,,organic_2024_05
745,2023-02-25,4,2,organic,,organic_2023_02
746,2023-08-30,2,8,paid_social,acquisition,meta_acquisition_2023_08
747,2024-10-21,2,22,paid_social,buyer_file,meta_buyer_file_2024_10
748,2024-02-27,5,14,direct,,direct_2024_02
749,2024-09-08,4,21,organic,,organic_2024_09
750,2024-10-18,3,22,email,,email_2024_10
751,2024-10-05,2,22,paid_social,acquisition,meta_acquisition_2024_10
752,2024-10-26,4,22,organic,,organic_2024_10
753,2024-05-04,5,17,direct,,direct_2024_05
754,2024-01-22,5,13,direct,,direct_2024_01
755,2024-10-24,3,22,email,,email_2024_10
756,2023-06-02,1,6,direct_mail,,direct_mail_2023_06
757,2024-03-21,4,15,organic,,organic_2024_03
758,2023-05-14,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
759,2023-08-30,3,8,email,,email_2023_08
760,2023-01-11,2,1,paid_social,acquisition,meta_acquisition_2023_01
761,2024-03-09,4,15,organic,,organic_2024_03
762,2024-09-04,4,21,organic,,organic_2024_09
763,2024-02-09,4,14,organic,,organic_2024_02
764,2023-05-16,1,5,direct_mail,,direct_mail_2023_05
765,2023-10-17,5,10,direct,,direct_2023_10
766,2024-03-22,5,15,direct,,direct_2024_03
767,2024-05-21,1,17,direct_mail,,direct_mail_2024_05
768,2023-06-01,1,6,direct_mail,,direct_mail_2023_06
769,2023-09-10,4,9,organic,,organic_2023_09
770,2023-05-05,2,5,paid_social,acquisition,meta_acquisition_2023_05
771,2024-08-05,1,20,direct_mail,,direct_mail_2024_08
772,2023-03-14,3,3,email,,email_2023_03
773,2024-10-31,1,22,direct_mail,,direct_mail_2024_10
774,2024-09-09,1,21,direct_mail,,direct_mail_2024_09
775,2024-02-02,2,14,paid_social,acquisition,meta_acquisition_2024_02
776,2024-03-20,3,15,email,,email_2024_03
777,2024-10-25,4,22,organic,,organic_2024_10
778,2023-10-25,2,10,paid_social,buyer_file,meta_buyer_file_2023_10
779,2023-11-04,5,11,direct,,direct_2023_11
780,2024-04-20,4,16,organic,,organic_2024_04
781,2024-04-05,3,16,email,,email_2024_04
782,2024-03-20,3,15,email,,email_2024_03
783,2024-02-19,5,14,direct,,direct_2024_02
784,2024-09-23,2,21,paid_social,acquisition,meta_acquisition_2024_09
785,2023-07-12,5,7,direct,,direct_2023_07
786,2024-10-03,5,22,direct,,direct_2024_10
787,2024-03-31,5,15,direct,,direct_2024_03
788,2023-10-25,1,10,direct_mail,,direct_mail_2023_10
789,2024-05-14,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
790,2024-03-24,2,15,paid_social,buyer_file,meta_buyer_file_2024_03
791,2024-04-24,1,16,direct_mail,,direct_mail_2024_04
792,2024-10-30,4,22,organic,,organic_2024_10
793,2023-10-17,4,10,organic,,organic_2023_10
794,2024-01-03,5,13,direct,,direct_2024_01
795,2023-02-02,4,2,organic,,organic_2023_02
796,2024-05-13,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
797,2024-06-11,3,18,email,,email_2024_06
798,2023-04-24,5,4,direct,,direct_2023_04
799,2023-04-12,1,4,direct_mail,,direct_mail_2023_04
800,2024-01-17,4,13,organic,,organic_2024_01
801,2024-06-26,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
802,2024-06-12,4,18,organic,,organic_2024_06
803,2023-03-13,1,3,direct_mail,,direct_mail_2023_03
804,2024-10-08,5,22,direct,,direct_2024_10
805,2024-07-20,5,19,direct,,direct_2024_07
806,2024-06-24,3,18,email,,email_2024_06
807,2024-10-01,4,22,organic,,organic_2024_10
808,2024-02-19,4,14,organic,,organic_2024_02
809,2023-05-10,3,5,email,,email_2023_05
810,2023-11-08,4,11,organic,,organic_2023_11
811,2024-08-18,3,20,email,,email_2024_08
812,2023-12-25,2,12,paid_social,acquisition,meta_acquisition_2023_12
813,2023-09-11,1,9,direct_mail,,direct_mail_2023_09
814,2023-03-05,2,3,paid_social,buyer_file,meta_buyer_file_2023_03
815,2023-06-16,1,6,direct_mail,,direct_mail_2023_06
816,2024-06-25,1,18,direct_mail,,direct_mail_2024_06
817,2024-01-14,5,13,direct,,direct_2024_01
818,2023-10-24,1,10,direct_mail,,direct_mail_2023_10
819,2024-05-15,1,17,direct_mail,,direct_mail_2024_05
820,2024-10-13,2,22,paid_social,acquisition,meta_acquisition_2024_10
821,2024-09-30,2,21,paid_social,buyer_file,meta_buyer_file_2024_09
822,2023-10-12,3,10,email,,email_2023_10
823,2023-11-13,3,11,email,,email_2023_11
824,2024-08-13,4,20,organic,,organic_2024_08
825,2023-01-20,1,1,direct_mail,,direct_mail_2023_01
826,2023-09-09,4,9,organic,,organic_2023_09
827,2023-11-25,2,11,paid_social,buyer_file,meta_buyer_file_2023_11
828,2023-06-23,1,6,direct_mail,,direct_mail_2023_06
829,2024-01-20,5,13,direct,,direct_2024_01
830,2023-08-31,2,8,paid_social,acquisition,meta_acquisition_2023_08
831,2024-02-21,1,14,direct_mail,,direct_mail_2024_02
832,2024-01-18,3,13,email,,email_2024_01
833,2024-07-22,2,19,paid_social,buyer_file,meta_buyer_file_2024_07
834,2023-01-01,1,1,direct_mail,,direct_mail_2023_01
835,2023-12-26,5,12,direct,,direct_2023_12
836,2023-11-22,5,11,direct,,direct_2023_11
837,2023-10-07,2,10,paid_social,acquisition,meta_acquisition_2023_10
838,2024-10-26,3,22,email,,email_2024_10
839,2023-05-07,2,5,paid_social,acquisition,meta_acquisition_2023_05
840,2023-01-09,1,1,direct_mail,,direct_mail_2023_01
841,2023-10-15,4,10,organic,,organic_2023_10
842,2023-08-15,2,8,paid_social,acquisition,meta_acquisition_2023_08
843,2023-08-03,1,8,direct_mail,,direct_mail_2023_08
844,2023-08-22,5,8,direct,,direct_2023_08
845,2024-02-21,2,14,paid_social,acquisition,meta_acquisition_2024_02
846,2023-08-18,1,8,direct_mail,,direct_mail_2023_08
847,2023-07-21,1,7,direct_mail,,direct_mail_2023_07
848,2024-04-29,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
849,2024-09-06,3,21,email,,email_2024_09
850,2023-02-04,2,2,paid_social,acquisition,meta_acquisition_2023_02
851,2023-02-26,2,2,paid_social,acquisition,meta_acquisition_2023_02
852,2024-01-26,2,13,paid_social,acquisition,meta_acquisition_2024_01
853,2024-04-09,2,16,paid_social,acquisition,meta_acquisition_2024_04
854,2023-01-27,2,1,paid_social,buyer_file,meta_buyer_file_2023_01
855,2023-12-30,2,12,paid_social,acquisition,meta_acquisition_2023_12
856,2023-05-30,1,5,direct_mail,,direct_mail_2023_05
857,2023-03-12,2,3,paid_social,acquisition,meta_acquisition_2023_03
858,2024-08-15,3,20,email,,email_2024_08
859,2023-08-13,5,8,direct,,direct_2023_08
860,2023-01-11,1,1,direct_mail,,direct_mail_2023_01
861,2023-07-02,1,7,direct_mail,,direct_mail_2023_07
862,2023-05-21,2,5,paid_social,acquisition,meta_acquisition_2023_05
863,2023-05-28,5,5,direct,,direct_2023_05
864,2023-11-22,3,11,email,,email_2023_11
865,2023-07-13,5,7,direct,,direct_2023_07
866,2023-10-14,5,10,direct,,direct_2023_10
867,2023-06-21,3,6,email,,email_2023_06
868,2024-04-20,1,16,direct_mail,,direct_mail_2024_04
869,2024-04-30,2,16,paid_social,acquisition,meta_acquisition_2024_04
870,2024-01-22,3,13,email,,email_2024_01
871,2023-02-12,2,2,paid_social,acquisition,meta_acquisition_2023_02
872,2023-11-21,2,11,paid_social,buyer_file,meta_buyer_file_2023_11
873,2023-10-29,5,10,direct,,direct_2023_10
874,2023-04-11,1,4,direct_mail,,direct_mail_2023_04
875,2023-09-14,2,9,paid_social,acquisition,meta_acquisition_2023_09
876,2024-07-10,5,19,direct,,direct_2024_07
877,2024-02-18,5,14,direct,,direct_2024_02
878,2023-06-02,5,6,direct,,direct_2023_06
879,2023-08-03,2,8,paid_social,acquisition,meta_acquisition_2023_08
880,2023-01-10,2,1,paid_social,acquisition,meta_acquisition_2023_01
881,2024-07-04,2,19,paid_social,acquisition,meta_acquisition_2024_07
882,2023-12-05,3,12,email,,email_2023_12
883,2024-10-16,5,22,direct,,direct_2024_10
884,2024-05-15,1,17,direct_mail,,direct_mail_2024_05
885,2024-02-25,2,14,paid_social,acquisition,meta_acquisition_2024_02
886,2023-07-31,1,7,direct_mail,,direct_mail_2023_07
887,2023-09-10,3,9,email,,email_2023_09
888,2023-04-04,2,4,paid_social,acquisition,meta_acquisition_2023_04
889,2024-09-19,4,21,organic,,organic_2024_09
890,2024-03-18,2,15,paid_social,acquisition,meta_acquisition_2024_03
891,2023-09-03,5,9,direct,,direct_2023_09
892,2023-03-10,4,3,organic,,organic_2023_03
893,2024-07-20,1,19,direct_mail,,direct_mail_2024_07
894,2024-02-24,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
895,2024-04-17,2,16,paid_social,acquisition,meta_acquisition_2024_04
896,2024-07-15,3,19,email,,email_2024_07
897,2023-05-08,3,5,email,,email_2023_05
898,2023-06-07,2,6,paid_social,buyer_file,meta_buyer_file_2023_06
899,2023-04-16,2,4,paid_social,buyer_file,meta_buyer_file_2023_04
900,2023-09-13,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
901,2023-06-21,4,6,organic,,organic_2023_06
902,2023-11-20,1,11,direct_mail,,direct_mail_2023_11
903,2024-08-05,1,20,direct_mail,,direct_mail_2024_08
904,2023-05-17,2,5,paid_social,acquisition,meta_acquisition_2023_05
905,2023-12-10,1,12,direct_mail,,direct_mail_2023_12
906,2024-05-30,3,17,email,,email_2024_05
907,2023-11-13,2,11,paid_social,acquisition,meta_acquisition_2023_11
908,2023-07-26,1,7,direct_mail,,direct_mail_2023_07
909,2024-03-30,4,15,organic,,organic_2024_03
910,2024-06-17,4,18,organic,,organic_2024_06
911,2023-09-12,4,9,organic,,organic_2023_09
912,2023-07-07,2,7,paid_social,buyer_file,meta_buyer_file_2023_07
913,2023-05-25,5,5,direct,,direct_2023_05
914,2023-07-29,2,7,paid_social,buyer_file,meta_buyer_file_2023_07
915,2024-10-12,1,22,direct_mail,,direct_mail_2024_10
916,2024-03-19,4,15,organic,,organic_2024_03
917,2023-03-27,4,3,organic,,organic_2023_03
918,2023-09-21,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
919,2024-01-18,2,13,paid_social,buyer_file,meta_buyer_file_2024_01
920,2023-05-08,2,5,paid_social,acquisition,meta_acquisition_2023_05
921,2023-12-23,3,12,email,,email_2023_12
922,2024-03-10,4,15,organic,,organic_2024_03
923,2023-01-29,4,1,organic,,organic_2023_01
924,2023-09-18,2,9,paid_social,acquisition,meta_acquisition_2023_09
925,2023-11-06,3,11,email,,email_2023_11
926,2023-04-02,1,4,direct_mail,,direct_mail_2023_04
927,2023-06-22,4,6,organic,,organic_2023_06
928,2024-11-01,2,23,paid_social,acquisition,meta_acquisition_2024_11
929,2024-05-29,5,17,direct,,direct_2024_05
930,2023-07-16,2,7,paid_social,acquisition,meta_acquisition_2023_07
931,2023-06-20,1,6,direct_mail,,direct_mail_2023_06
932,2023-03-04,2,3,paid_social,acquisition,meta_acquisition_2023_03
933,2023-09-30,5,9,direct,,direct_2023_09
934,2023-12-18,5,12,direct,,direct_2023_12
935,2023-02-28,5,2,direct,,direct_2023_02
936,2024-02-16,4,14,organic,,organic_2024_02
937,2023-10-14,5,10,direct,,direct_2023_10
938,2024-05-01,3,17,email,,email_2024_05
939,2023-11-26,1,11,direct_mail,,direct_mail_2023_11
940,2024-05-02,5,17,direct,,direct_2024_05
941,2024-05-31,1,17,direct_mail,,direct_mail_2024_05
942,2024-04-23,1,16,direct_mail,,direct_mail_2024_04
943,2023-01-30,1,1,direct_mail,,direct_mail_2023_01
944,2024-05-18,1,17,direct_mail,,direct_mail_2024_05
945,2024-09-07,1,21,direct_mail,,direct_mail_2024_09
946,2024-10-31,3,22,email,,email_2024_10
947,2023-03-31,1,3,direct_mail,,direct_mail_2023_03
948,2024-08-09,2,20,paid_social,acquisition,meta_acquisition_2024_08
949,2024-04-16,2,16,paid_social,acquisition,meta_acquisition_2024_04
950,2024-08-10,2,20,paid_social,acquisition,meta_acquisition_2024_08
951,2023-12-08,1,12,direct_mail,,direct_mail_2023_12
